[00:00.000 --> 00:29.980]  Thank you.
[35:25.620 --> 35:26.120]  Bakit?
[35:26.880 --> 35:30.420]  Pag nag-on kasi pareho, pareho yan dun sa H-bridge.
[35:31.060 --> 35:31.280]  Okay?
[35:31.800 --> 35:36.580]  If the two transistors turn on at the same time, we're going to get a humongous amount of current
[35:36.580 --> 35:42.440]  because VCC then shoots down through the transistors to ground, which could blow them up.
[35:43.600 --> 35:46.200]  That's also essentially why there is an R4.
[35:46.680 --> 35:49.580]  It's to limit the current so that they don't blow up.
[35:50.400 --> 35:54.120]  But they're not going to be happy about being turned on at the same time.
[35:54.120 --> 36:02.020]  So the circuit is designed to avoid turning on the two transistors at the same time,
[36:02.300 --> 36:05.320]  which is why we have a phase splitter.
[36:06.320 --> 36:17.060]  The face splitter's job is to produce a logic zero at its output and a logic one, the inverse of that at the other,
[36:17.540 --> 36:22.880]  or a logic zero at the top and a logic one at the bottom.
[36:22.880 --> 36:29.940]  They're always going to be mirror images of each other because that's the job of the face splitter.
[36:29.940 --> 36:43.260]  And the whole idea, of course, is that because they are always alternatives of each other, only one of the output transistors will turn on while the other stays off.
[36:44.240 --> 36:44.420]  Okay?
[36:44.700 --> 36:48.320]  So that's how the thing is supposed to work.
[36:48.320 --> 37:00.160]  For example, in this case, if my phase splitter is producing a logic 1 at its output and a logic 0 at its emitter,
[37:00.720 --> 37:07.740]  sorry, a logic 1 at its collector and a logic 0 at its emitter by being off,
[37:08.980 --> 37:11.100]  okay, this is what will happen.
[37:11.100 --> 37:18.220]  Kung off siya, 1 yung nandito and 0 yung nandito.
[37:18.440 --> 37:19.460]  How did that happen?
[37:19.580 --> 37:23.720]  Again, if it's off, it's like the transistor is not there.
[37:24.180 --> 37:24.300]  Diba?
[37:24.740 --> 37:28.600]  And so meron tayong pabaan na koryente rito, alright?
[37:28.980 --> 37:32.440]  Which turns this guy on, okay?
[37:32.920 --> 37:35.900]  Whereas this guy is like it's connected to ground,
[37:36.060 --> 37:37.960]  therefore there's no voltage here.
[37:37.960 --> 37:41.440]  the second Q3 will be off.
[37:42.180 --> 37:46.180]  Therefore, with the top transistor on
[37:46.180 --> 37:49.280]  and the bottom transistor off,
[37:49.680 --> 37:51.240]  we don't get a conflict
[37:51.240 --> 37:55.860]  and the output is going to be logic high.
[37:56.500 --> 37:57.120]  Do you follow?
[37:57.500 --> 37:58.980]  Alright, saan nang galing yung logic high?
[37:59.340 --> 38:03.820]  Nang galing siya sa fact na konektado ito to VCC
[38:03.820 --> 38:08.700]  through R4 and the fact that Q4 is turned on.
[38:09.200 --> 38:10.960]  And of course, it will pass through the diode.
[38:11.120 --> 38:14.540]  Notice that the diode direction allows current to go through
[38:14.540 --> 38:17.400]  from the supply going to the output.
[38:17.640 --> 38:19.560]  Therefore, you're going to get a logic high.
[38:19.560 --> 38:30.140]  So if you follow, look at the trace of the logic of on high.
[38:30.140 --> 38:36.960]  And of course, if it's functioning properly, if the top is on, the bottom should be off.
[38:37.780 --> 38:37.920]  Alright?
[38:38.220 --> 38:42.280]  So off, on, ang output natin ay high.
[38:43.020 --> 38:43.300]  Okay?
[38:43.860 --> 38:44.180]  Alright?
[38:44.180 --> 39:06.540]  On the other hand, if we now go with this one being on, if it is on, then this now becomes a logic zero here and the bottom one becomes a logic one or at least it will try to rise to logic one.
[39:06.540 --> 39:12.780]  And because it tries to rise to logic 1, this guy will be turned on.
[39:13.420 --> 39:18.380]  And because this is a logic 0, the top 1 is going to be off.
[39:19.060 --> 39:19.380]  All right?
[39:19.920 --> 39:26.800]  And if the bottom 1 is on, then our output is like it's shorted to ground.
[39:27.380 --> 39:30.340]  Therefore, the output is going to be low.
[39:30.340 --> 39:36.160]  So again, notice, phase splitter is on.
[39:36.540 --> 39:42.580]  bottom transistor is on, therefore output is low.
[39:43.480 --> 39:47.220]  And the top transistor is, of course, turned off
[39:47.220 --> 39:50.360]  because it's taking its output from the phase splitter.
[39:50.360 --> 39:57.180]  If the phase splitter is on, this is going to get pulled down to a low voltage,
[39:57.380 --> 40:00.920]  which turns off the top transistor.
[40:01.780 --> 40:01.920]  Okay?
[40:02.460 --> 40:02.800]  All right.
[40:02.800 --> 40:07.180]  So that's basically how the thing works.
[40:07.940 --> 40:09.300]  Are you following so far?
[40:10.940 --> 40:11.020]  Okay?
[40:11.400 --> 40:11.980]  Gets nyo ba?
[40:12.700 --> 40:13.500]  Are you following?
[40:13.740 --> 40:14.340]  Are you okay?
[40:19.060 --> 40:19.780]  Yeah.
[40:20.380 --> 40:20.600]  Okay.
[40:20.900 --> 40:25.520]  So let's take a look at the whole circuit working together.
[40:26.120 --> 40:28.060]  Simulate this in our brain.
[40:28.820 --> 40:29.100]  Okay?
[40:29.100 --> 40:32.540]  So stage by stage, tinignan na natin.
[40:32.800 --> 40:36.660]  So let's put in a logic high.
[40:38.580 --> 40:38.900]  Okay.
[40:39.320 --> 40:43.500]  Through here, a.k.a. logic 1, all right?
[40:43.700 --> 40:47.820]  A.k.a. logic 1 through our tracing a while ago.
[40:48.460 --> 40:48.920]  All right.
[40:48.920 --> 40:59.280]  If we have a logic 1, this forces, of course, the voltage to go up, which turns transistor Q1 off.
[41:00.840 --> 41:01.140]  Okay.
[41:01.500 --> 41:01.800]  Follow?
[41:02.420 --> 41:02.780]  All right.
[41:02.800 --> 41:07.360]  Kung logic high, wala tayong enough VBE to turn it on.
[41:07.980 --> 41:15.380]  But we still have current flowing from this guy over from the collector to emitter diode.
[41:15.940 --> 41:20.480]  At collector, sorry, the base to emitter diode, right?
[41:20.740 --> 41:25.180]  We still have the base to emitter diode conducting going into Q2.
[41:25.380 --> 41:29.020]  Therefore, merong kuryente papasok sa base ng Q2.
[41:29.020 --> 41:32.180]  Therefore, ang Q2 natin ay magiging on.
[41:32.800 --> 41:49.420]  All right? If Q2 is on, going back to the previous slide, if Q2 is on, Q3 will also turn on. Q4, because it's a phase fitter, Q4 will be off.
[41:51.060 --> 41:57.260]  If Q3 is on and Q4 is off, the output is logic low.
[41:57.260 --> 41:58.860]  Follow?
[41:59.380 --> 42:00.220]  Now look at this
[42:00.220 --> 42:01.860]  What was our input?
[42:02.500 --> 42:02.760]  High
[42:02.760 --> 42:04.260]  What is our output?
[42:04.700 --> 42:04.960]  Low
[42:04.960 --> 42:06.360]  What did it do?
[42:06.680 --> 42:07.920]  It inverted
[42:07.920 --> 42:09.560]  Okay?
[42:09.940 --> 42:11.980]  Kaya ka siya tinatawag na inverter
[42:11.980 --> 42:14.520]  Oh, sige nga, totoo ba yan?
[42:14.680 --> 42:17.480]  Sige nga natin kung high ang input natin
[42:17.480 --> 42:18.940]  Low ang input natin
[42:18.940 --> 42:19.900]  Alright?
[42:20.420 --> 42:22.060]  What if we have a low?
[42:22.680 --> 42:23.020]  Alright?
[42:23.160 --> 42:24.620]  Or logic zero
[42:24.620 --> 42:26.680]  What happens?
[42:27.260 --> 42:29.580]  When we have a low, this thing gets pulled down.
[42:30.160 --> 42:32.080]  This guy will conduct.
[42:32.500 --> 42:34.240]  Therefore, it will turn on.
[42:35.180 --> 42:35.420]  Alright?
[42:35.680 --> 42:38.360]  If it turns on, it makes sure,
[42:38.660 --> 42:42.760]  it will make sure that this point is also at a low voltage.
[42:43.520 --> 42:45.440]  And if this point is at a low voltage,
[42:45.440 --> 42:47.420]  this guy will turn off.
[42:48.380 --> 42:49.500]  Saan ang galing yung low?
[42:49.880 --> 42:54.820]  Dito sa kuryente yung papunta rito at papunta sa low.
[42:55.440 --> 42:55.580]  Alright?
[42:55.580 --> 42:57.620]  So therefore, this guy is off.
[42:57.620 --> 43:09.280]  And if this guy is off, the output rises because, all right, the collector rises because it's as if this transistor is not connected.
[43:09.880 --> 43:13.560]  Therefore, this guy will turn on through here.
[43:14.160 --> 43:18.320]  And this guy will act like it is connected to ground.
[43:18.440 --> 43:19.880]  The base is connected to ground.
[43:20.040 --> 43:21.840]  Therefore, this one will turn off.
[43:21.840 --> 43:29.420]  If we have Q4 on and Q3 off, the output is going to be high.
[43:30.460 --> 43:37.560]  And so therefore, we see for a logic low input, the output is going to be high.
[43:37.920 --> 43:43.560]  So indeed, this reinforces the fact that we have an inverter circuit.
[43:44.780 --> 43:44.900]  Okay?
[43:46.040 --> 43:47.660]  Are there questions?
[43:48.000 --> 43:48.820]  Are we okay?
[43:51.840 --> 43:55.560]  All right, now,
[43:56.520 --> 43:58.160]  Hoy, thumbs up pa o hindi?
[43:58.440 --> 43:59.180]  May tanong o wala?
[44:00.800 --> 44:01.280]  You follow?
[44:05.200 --> 44:06.500]  Yeah, all right.
[44:08.320 --> 44:08.560]  Okay.
[44:09.080 --> 44:14.260]  Now, again, the idea or the circuitry is complex
[44:14.260 --> 44:19.520]  because not only does it provide the required logic function,
[44:19.980 --> 44:21.160]  aka inversion,
[44:21.840 --> 44:40.880]  These transistors over here are sized and designed so that they are capable, the totem pole configuration is capable of sinking a large amount of current.
[44:41.960 --> 44:46.780]  We have a hefty, nice transistor over here capable of pulling low.
[44:46.780 --> 45:06.840]  The logic high or sourcing capability is not particularly strong. Why? Because it has a resistor over there. Not to mention that Q4 is basically acting as a common collector circuit.
[45:06.840 --> 45:16.920]  Alright? It's acting as a common collector circuit where it is not really running as an ideal high side switch.
[45:17.160 --> 45:20.060]  You'll notice that the emitter is the output.
[45:21.100 --> 45:24.260]  Ano ang sinabi natin dati sa lesson natin?
[45:24.800 --> 45:30.480]  If you create or want to have a good high side switch, it has to be PNP.
[45:31.000 --> 45:33.460]  But no, this is an NPN.
[45:34.460 --> 45:35.760]  Alright? It's an NPN.
[45:35.760 --> 45:39.980]  that's why its sourcing capability is kind of weak.
[45:40.360 --> 45:45.400]  It is definitely weaker than the syncing capability.
[45:46.320 --> 45:46.480]  Okay?
[45:46.900 --> 45:49.180]  So sourcing, medyo mahina siya.
[45:49.620 --> 45:51.740]  By actually a very large factor,
[45:52.120 --> 45:56.080]  but more than enough to drive several other logic gates.
[45:56.440 --> 46:00.120]  Because what you notice about the input of the logic gate
[46:00.120 --> 46:06.160]  is that it doesn't really require much sourcing current at all.
[46:06.300 --> 46:08.500]  If you want to pull the input high,
[46:09.180 --> 46:11.100]  wala kang kailangan masyado
[46:11.100 --> 46:14.520]  kasi hindi naman talaga tatakbo yung current papasok.
[46:15.700 --> 46:15.940]  Okay?
[46:15.940 --> 46:20.160]  You just want to be able to zero out your VBE.
[46:20.420 --> 46:24.940]  Maging zero lang ang VBE mo para sigurado off itong transistor,
[46:25.580 --> 46:26.220]  okay ka na.
[46:26.840 --> 46:31.360]  So it really does not require any sourcing current at all.
[46:31.460 --> 46:33.060]  All it needs is that you pull it up.
[46:33.620 --> 46:37.580]  On the other hand, if you pull it downwards, okay,
[46:37.580 --> 46:42.580]  if another logic gate whose output looks like this pulls this thing down,
[46:43.120 --> 46:51.760]  this transistor must be able to sync the current of both the base resistor here
[46:51.760 --> 46:57.080]  as well as any current that is present from this side of the thing
[46:57.080 --> 47:00.460]  kasi ang transistor natin dito ay magiging on.
[47:01.340 --> 47:09.560]  So therefore, it has to be able to sync any current going in the right to left direction.
[47:09.560 --> 47:16.160]  And that's why it has typically a much larger syncing capability.
[47:16.160 --> 47:26.700]  In fact, if we're looking at PPL as a logic family, the sourcing current is 0.4 milliampere.
[47:27.140 --> 47:31.560]  And the sinking current is 16 milliampere.
[47:31.700 --> 47:35.980]  You see that very, very, very big difference in capability.
[47:36.520 --> 47:37.640]  But that's its nature.
[47:37.640 --> 47:38.340]  Alright?
[47:38.980 --> 47:41.540]  16 milliampere is very big
[47:41.540 --> 47:44.360]  which allows it to be able to light up
[47:44.360 --> 47:46.760]  things like LEDs if you wanted it to
[47:46.760 --> 47:49.120]  for syncing.
[47:49.880 --> 47:50.780]  But if...
[47:50.780 --> 47:52.780]  So if you're going to connect an LED
[47:52.780 --> 47:55.600]  to a TTL logic gate output,
[47:56.060 --> 48:00.120]  make sure that you use its syncing capability,
[48:00.360 --> 48:01.840]  not its sourcing.
[48:02.260 --> 48:06.840]  Kasi pag linagay mo siya as a sourcing capability,
[48:06.840 --> 48:13.120]  Linagay mo yung LED mo ng ganito, mahina lang ang maximum current niya.
[48:13.420 --> 48:20.420]  It will not produce a bright enough light, not to mention that you're going to give this transistor a hard time.
[48:21.140 --> 48:21.280]  Okay?
[48:21.640 --> 48:29.220]  So, you can't put an LED this way, alright, at the output of a TPL.
[48:29.420 --> 48:34.780]  It's not recommended because there's not enough sourcing current.
[48:34.780 --> 48:35.780]  Okay?
[48:35.780 --> 48:44.840]  Remember that LEDs light up with something like 1, 2, or 3 milliampperes to light them up decently.
[48:45.500 --> 48:50.600]  In fact, old textbooks used to say 10, 20 milliampperes.
[48:50.920 --> 48:56.140]  Nowadays, hindi na kailangan na ganun kalaki yung current because we have much more efficient LEDs.
[48:56.860 --> 48:59.580]  But the recommendation before was to use 20 milliampperes.
[48:59.680 --> 49:03.300]  And with 20 milliampperes, even the syncing capability is not enough.
[49:03.300 --> 49:27.340]  Alright? Okay. So there you go with that. I hope this is clear. Okay? So the last part here, alright, we trace this out. Okay. Inisa-isa na natin to. Okay? So na-trace out na natin. Okay? Let's go to a much more complex looking circuit.
[49:27.340 --> 49:46.580]  Okay, so ito na. This is the last part of the lesson. What is the logic function of this particular circuit? So have a good look. And let's trace out what actually happens.
[49:46.580 --> 49:58.760]  Okay, subukan natin bilisan para makita agad. Kaya ba rin nyo? Can you work it out?
[50:00.900 --> 50:13.340]  Okay, so because there are two inputs, the combination obviously is going to be 0, 0, 0, 1, 1, 0, and 1, 1.
[50:13.340 --> 50:20.540]  You could probably eliminate one of these because they're just connected in the same way.
[50:20.660 --> 50:22.180]  So tanggalin na natin ito.
[50:23.660 --> 50:34.320]  And tignan nyo lang ano ang magiging output with these three possible combinations.
[50:35.120 --> 50:38.180]  So gawa ng truth table.
[50:39.180 --> 50:41.780]  X, Y, and Z.
[50:41.780 --> 50:48.600]  Okay, 0, 0, 1, 0, and 1, 1.
[50:49.760 --> 50:53.500]  And determine, ano ang output?
[50:54.140 --> 50:59.880]  Okay, what is the output Z for the following input conditions?
[51:00.220 --> 51:01.160]  And find out.
[51:02.200 --> 51:04.920]  And by looking at the truth table, of course,
[51:05.000 --> 51:07.900]  you'll be able to tell what kind of a logic gate it is.
[51:07.900 --> 51:10.580]  Okay, so let's, do you want to,
[51:10.580 --> 51:12.080]  we need to try this.
[51:12.080 --> 51:12.340]  Alright?
[51:12.760 --> 51:13.100]  Sige.
[51:13.560 --> 51:14.360]  Alang-alang.
[51:14.720 --> 51:15.740]  Alang-alang sa'yo niya.
[51:16.240 --> 51:16.800]  Zero.
[51:17.420 --> 51:18.100]  Tsaka zero.
[51:18.340 --> 51:20.500]  So if I put a zero here,
[51:21.300 --> 51:21.660]  okay,
[51:22.180 --> 51:23.840]  this transistor turns on
[51:23.840 --> 51:25.920]  and a zero on Y,
[51:26.100 --> 51:28.120]  this transistor also turns on.
[51:28.680 --> 51:28.940]  Alright?
[51:29.400 --> 51:31.280]  And if they are on,
[51:31.860 --> 51:34.120]  if either one of them are on,
[51:34.820 --> 51:36.560]  this makes the voltage.
[51:36.680 --> 51:38.620]  Remember that this is zero volts.
[51:38.820 --> 51:39.020]  Okay?
[51:39.100 --> 51:40.160]  This is zero volts.
[51:40.580 --> 51:42.620]  Zero volts, zero volts.
[51:42.620 --> 51:53.000]  And so if this is zero, this guy is conducting, this guy is conducting, the voltage here falls to zero-ish volts, okay, over here.
[51:53.380 --> 51:57.820]  And because this is zero-ish volts, okay, this is going to be off.
[51:58.980 --> 52:05.180]  And if this guy is off, this guy is also off, this one is going to be on.
[52:06.700 --> 52:07.300]  Okay?
[52:07.300 --> 52:12.920]  Just remember, the output at the emitter is non-inverting.
[52:13.440 --> 52:16.240]  The output at the collector is inverting.
[52:16.480 --> 52:20.540]  So kung off ito and you take the output at the emitter,
[52:21.940 --> 52:25.160]  non-inverting, ito is zero wish.
[52:25.500 --> 52:26.900]  Ito is off.
[52:27.160 --> 52:29.980]  The output at the collector is the inverse of that.
[52:30.200 --> 52:31.540]  It has to go high.
[52:32.040 --> 52:33.540]  And so therefore, this guy turns on.
[52:33.540 --> 52:36.300]  And so with on and off combined here,
[52:36.300 --> 52:40.580]  the output is obviously going to be a logic 1.
[52:40.900 --> 52:44.820]  So you put that as the output for a 0, 0.
[52:45.900 --> 52:46.740]  Okay? Alright?
[52:47.280 --> 52:47.860]  So there.
[52:48.400 --> 52:51.720]  Paano kung 1, 0 ang input natin?
[52:52.220 --> 52:52.380]  Okay?
[52:52.560 --> 52:52.920]  Sige.
[52:53.120 --> 52:53.980]  So tignan natin.
[52:54.360 --> 52:59.200]  What happens if my input is a 1 and 0?
[52:59.780 --> 53:02.520]  So let's trace that and let's find out.
[53:03.400 --> 53:03.660]  Okay?
[53:03.820 --> 53:04.620]  Magkakaiba ba?
[53:04.620 --> 53:06.720]  Will it produce an actual difference?
[53:07.320 --> 53:08.560]  And let's see.
[53:09.180 --> 53:09.460]  All right?
[53:09.900 --> 53:20.940]  So with a 1, 0 as the input, okay, with a 1, 0 as the input, if I have a 1 and a 0 here,
[53:21.060 --> 53:24.500]  this is the equivalent of 5 volts and 0 volts.
[53:25.040 --> 53:25.300]  Okay?
[53:25.360 --> 53:32.340]  If this is a 5 and a 5, this guy, 5 and 5, all right, this guy will be off.
[53:32.680 --> 53:34.540]  Q1 is going to be on.
[53:35.440 --> 53:35.720]  Okay?
[53:36.020 --> 53:39.960]  If Q1 is on, then we have electricity flowing this way, 2 to 0.
[53:40.180 --> 53:42.760]  So therefore, this guy is also being off.
[53:42.760 --> 53:48.220]  By virtue of the fact that the voltage here is zero-ish in voltage.
[53:48.860 --> 53:49.120]  All right?
[53:49.460 --> 53:50.500]  Zero-ish in voltage.
[53:50.640 --> 53:51.700]  So this guy is off.
[53:52.120 --> 53:59.340]  If this guy is going to be off, then non-inversion produces this guy being off.
[53:59.720 --> 54:01.520]  This guy is still going to be on.
[54:01.720 --> 54:04.540]  And so therefore, the output logic is a 1.
[54:04.620 --> 54:07.020]  And so that's what you put here.
[54:08.960 --> 54:09.100]  Okay?
[54:09.600 --> 54:10.020]  All right.
[54:10.600 --> 54:10.980]  Hooray!
[54:11.620 --> 54:11.880]  Okay?
[54:12.360 --> 54:16.140]  And so therefore, we go to the last combination.
[54:16.840 --> 54:22.240]  And let's find out what actually happens when we have that last combination.
[54:23.200 --> 54:23.480]  Okay?
[54:23.840 --> 54:24.180]  All right.
[54:24.280 --> 54:27.380]  So going forward, we have the following.
[54:27.860 --> 54:29.280]  A 1 and a 1.
[54:30.680 --> 54:33.820]  So this is 5 volts and this is 5 volts.
[54:33.820 --> 54:36.920]  And we know that if we have 5 volts, this guy is going to be off.
[54:37.360 --> 54:39.200]  This guy is also going to be off.
[54:39.940 --> 54:47.440]  And if they are both off, then by logic steering, by current steering, the current flows in through there.
[54:47.840 --> 54:50.440]  And so this guy will be turned on.
[54:50.740 --> 54:53.680]  If it is on, then this guy is going to be on.
[54:54.060 --> 54:55.720]  Q4 is going to be off.
[54:55.980 --> 54:59.760]  And so therefore, this is going to be a logic zero.
[55:00.480 --> 55:00.760]  Okay?
[55:01.240 --> 55:01.640]  All right?
[55:01.640 --> 55:03.120]  So there's your output.
[55:03.820 --> 55:11.200]  And so the big question is what kind of a logic function does the gate provide?
[55:11.200 --> 55:21.100]  Now, very obviously, we did not bother with a 0-1 combination, but you know that it will produce the same thing as this guy.
[55:21.600 --> 55:24.560]  So looking at the truth table, what is it?
[55:24.900 --> 55:27.200]  Well, obviously, it is...
[55:28.200 --> 55:29.120]  Anong tawag dito?
[55:31.340 --> 55:31.620]  Okay.
[55:33.820 --> 55:34.420]  Ay!
[55:35.620 --> 55:36.860]  Ano ang tawag dan?
[55:37.280 --> 55:37.480]  Okay?
[55:38.080 --> 55:38.360]  So,
[55:39.040 --> 55:40.880]  0, 0, 1.
[55:41.280 --> 55:42.640]  1, 0, 1.
[55:42.880 --> 55:44.260]  1, 1, 0.
[55:44.480 --> 55:45.540]  0, 1, 1.
[55:46.160 --> 55:46.380]  Okay?
[55:46.500 --> 55:47.420]  Alam na ninyo yan.
[55:47.700 --> 55:48.200]  Okay, fine.
[55:48.740 --> 55:49.220]  Alright?
[55:49.780 --> 55:50.200]  Alright.
[55:50.660 --> 55:51.440]  So, that's
[55:51.440 --> 55:52.720]  kinda easy.
[55:53.480 --> 55:53.900]  Tama ba?
[55:54.740 --> 55:55.140]  Okay?
[55:56.940 --> 55:58.220]  That's kinda easy.
[56:00.500 --> 56:01.060]  Okay, doks?
[56:01.060 --> 56:01.480]  So,
[56:01.800 --> 56:02.640]  that's it.
[56:03.820 --> 56:05.340]  Okay?
[56:05.760 --> 56:06.860]  So, questions.
[56:08.860 --> 56:09.620]  Questions.
[56:10.680 --> 56:11.400]  For heaven's sake,
[56:11.480 --> 56:14.300]  don't get your boolean logic wrong.
[56:15.300 --> 56:19.120]  Dapat alam niyo yung function ng and or x or blah blah.
[56:19.540 --> 56:19.880]  Okay.
[56:20.220 --> 56:21.160]  So, that's it.
[56:21.840 --> 56:22.060]  Alright?
[56:22.240 --> 56:23.620]  That's the last page.
[56:23.760 --> 56:23.940]  Now,
[56:24.600 --> 56:26.260]  to confirm
[56:26.260 --> 56:29.700]  that the circuitry
[56:29.700 --> 56:30.940]  does indeed
[56:30.940 --> 56:32.660]  respond to
[56:32.660 --> 56:39.140]  So these voltage tolerances that we've been talking about for logic high, for example,
[56:39.800 --> 56:45.220]  ano ba ang expected input voltage na it will interpret it as logic 1?
[56:45.360 --> 56:46.840]  What are those voltage ranges?
[56:46.840 --> 56:53.660]  Well, the answer is approximately 2.0 volts all the way to 5 volts is considered a logic 1.
[56:53.660 --> 57:12.320]  And a logic low or logic zero is anything from zero volts all the way to about 0.7 volts is considered to be logic zero at its input.
[57:13.240 --> 57:16.260]  So ito yung input characteristic niya.
[57:16.980 --> 57:18.820]  Ito yung input characteristic niya.
[57:18.820 --> 57:25.940]  And anything between 0.7 to about 2 volts is considered bad.
[57:26.500 --> 57:26.820]  Okay?
[57:26.960 --> 57:28.700]  This is considered bad.
[57:30.080 --> 57:30.420]  Okay?
[57:30.740 --> 57:31.160]  All right?
[57:31.160 --> 57:49.440]  The output basically is guaranteed to go from having a high of 2.4 volts minimum all the way up to supposedly 5 volts, but it can't actually reach 5 volts.
[57:49.440 --> 57:53.040]  but it's guaranteed to produce at least 2.4,
[57:53.480 --> 57:57.140]  which means that if you connect it to a different logic gate
[57:57.140 --> 57:58.520]  or to a second logic gate,
[57:58.940 --> 58:03.580]  the output is guaranteed to be above the minimum required
[58:03.580 --> 58:06.000]  to recognize that it's a logic 1.
[58:07.520 --> 58:12.140]  Logic 0, the typical output is about 0.3 volts.
[58:12.940 --> 58:19.100]  And so again, you will see that it is a lot lower than 0.7.
[58:19.440 --> 58:23.240]  So this is your logic zero. This is your logic one.
[58:24.200 --> 58:27.660]  And so there's compatibility, definitely.
[58:28.020 --> 58:30.120]  There's margin for noise.
[58:30.760 --> 58:38.120]  Then there's the question of can it really sink 60 milliampperes and source 0.4 milliampperes.
[58:38.880 --> 58:43.000]  So things like that essentially can be simulated.
[58:43.000 --> 58:51.880]  Okay? And that's the job of LTSpice and that's essentially your last experiment.
[58:53.200 --> 59:02.140]  Okay? So gagawin natin itong experiment na to for the Thursday and Friday lab classes.
[59:02.580 --> 59:07.700]  You'll just use LTSpice, alright, to simulate this circuit.
[59:07.700 --> 59:22.920]  And you'll notice that there are resistor values as well as transistor characteristics already here so that you will get a, well, representative performance from the digital logic circuit.
[59:23.840 --> 59:24.980]  Okay? Got that?
[59:27.620 --> 59:28.640]  All right.
[59:29.120 --> 59:31.360]  So that's for the experiment.
[59:31.360 --> 59:40.360]  So that's the last lecture for CETRON2, at least, because, well, we are out of time.
[59:40.520 --> 59:42.060]  It's the end of the trimester.
[59:43.420 --> 59:43.740]  All right.
[59:43.940 --> 59:45.600]  And so...
