[00:00.000 --> 00:29.980]  Thank you.
[35:58.460 --> 35:59.260]  All right?
[35:59.260 --> 36:01.820]  Now, look at this polarity.
[36:02.440 --> 36:06.200]  It's reverse biased against our diode.
[36:06.360 --> 36:09.500]  The diode will become an open circuit.
[36:10.640 --> 36:10.940]  Okay?
[36:11.540 --> 36:18.080]  Because we're trying to flow the current in this direction clockwise during this positive cycle.
[36:18.240 --> 36:19.940]  The current direction is clockwise.
[36:20.460 --> 36:22.780]  Our diode will become an open circuit.
[36:22.780 --> 36:30.920]  And the full voltage, series voltage of C1 and V1 are now together to produce 20 volts.
[36:31.460 --> 36:36.600]  And because this is now 20 volts, the electricity now goes in this direction.
[36:37.760 --> 36:37.980]  All right?
[36:38.120 --> 36:39.120]  The electricity goes.
[36:39.220 --> 36:41.460]  Think of it as a 20-volt source.
[36:42.180 --> 36:42.560]  All right?
[36:42.620 --> 36:47.600]  We now have a 20-volt source going into our rectifier.
[36:47.600 --> 36:53.860]  Think of V1 as a rectifier going into a capacitor going into the load.
[36:54.940 --> 36:55.100]  Okay?
[36:55.280 --> 36:57.080]  So this one conducts.
[36:57.580 --> 37:06.260]  It will charge up C2 as well as produce a voltage across our R1.
[37:06.760 --> 37:06.880]  Okay?
[37:06.980 --> 37:14.380]  Now, if we attempt to charge C2 through this capacitor,
[37:14.380 --> 37:16.960]  then current is going to be flowing.
[37:17.600 --> 37:18.940]  Indeed, current is flowing.
[37:19.340 --> 37:21.880]  This means that C1 will begin to discharge.
[37:22.200 --> 37:23.120]  It will drop off.
[37:23.460 --> 37:28.980]  Whereas C2, all right, will charge up.
[37:30.040 --> 37:38.520]  Now, if we just make sure that C1 is big and C2 is small,
[37:38.520 --> 37:46.360]  then the amount of discharge and energy provided by C1, all right,
[37:46.440 --> 37:53.160]  will mean that it will discharge a little, whereas C2 will charge all the way up.
[37:53.920 --> 37:59.500]  So hopefully, all right, the voltage drop does not become so big.
[37:59.500 --> 38:05.560]  You'll see your 20-volt output from this side of the thing go downward,
[38:06.160 --> 38:11.980]  whereas the C2 will instantaneously charge up in that short instant,
[38:12.400 --> 38:14.760]  as well as provide power to R1.
[38:15.260 --> 38:20.260]  And of course, all right, through this positive cycle, that is what is happening.
[38:20.860 --> 38:21.160]  All right?
[38:21.500 --> 38:22.720]  That's what's going to be happening.
[38:22.720 --> 38:29.400]  But as you can see, the voltage VO should now be much, much higher.
[38:29.680 --> 38:33.440]  It will be, you know, ideally 20 volts.
[38:34.000 --> 38:38.720]  But it will be a little bit less than that because C1 had to discharge
[38:39.260 --> 38:42.580]  and provide C2 with energy, okay?
[38:43.320 --> 38:46.820]  And then we now enter the negative cycle again,
[38:47.000 --> 38:51.520]  which means that when we enter the negative cycle, all right,
[38:51.520 --> 38:54.060]  we're back to what we started with.
[38:54.740 --> 38:58.580]  And what happens now is because the polarity has changed,
[38:59.160 --> 39:04.220]  B1 becomes open, meaning it's no longer connected,
[39:04.700 --> 39:12.720]  whereas this side of the circuit now recharges C1 back to, all right, 10 volts.
[39:13.680 --> 39:14.320]  Okay?
[39:14.320 --> 39:20.080]  So the left side recharges C1 back to 10 volts instantaneously.
[39:20.700 --> 39:25.460]  In the meantime, with this diode open, the voltage of C2,
[39:25.600 --> 39:31.400]  the energy of C2 continues to supply our R1.
[39:32.180 --> 39:36.220]  And this means that the voltage across R1 will continue to go downwards
[39:36.220 --> 39:41.020]  as we drain the energy from C2.
[39:41.020 --> 39:42.160]  All right?
[39:42.360 --> 39:46.060]  And then when we go back into the positive cycle,
[39:46.280 --> 39:51.280]  we suddenly see the output suddenly come up again, all right?
[39:51.660 --> 39:58.080]  As the re-energized 20 volts becomes available to recharge C2
[39:58.080 --> 40:04.020]  through diode B1 and then instantaneously increase the voltage of R1.
[40:04.020 --> 40:08.840]  So we get this kind of a cycle, all right?
[40:09.640 --> 40:12.780]  Or at the output V sub zero.
[40:13.780 --> 40:18.940]  But hopefully you've been able to see that we are getting a voltage
[40:18.940 --> 40:23.500]  which is much closer or pretty close to 20 volts.
[40:23.660 --> 40:26.020]  20 volts peak, all right?
[40:26.020 --> 40:29.540]  Theoretically, 20 volts absolute maximum.
[40:29.720 --> 40:33.940]  And maybe it discharges dependent on how well we choose C1 and C2.
[40:34.360 --> 40:39.340]  It discharges a certain amount and then goes back up to 20.
[40:39.500 --> 40:44.340]  So we will get what you call as a ripple, all right, in voltage
[40:44.340 --> 40:50.380]  whose magnitude is dependent on how much C1 and C2 discharge
[40:50.380 --> 40:54.740]  through the cycle by cycle situation.
[40:54.740 --> 40:55.580]  Okay?
[40:56.300 --> 40:56.640]  All right.
[40:56.780 --> 41:00.160]  So this is what we call as a voltage doubler.
[41:00.740 --> 41:05.100]  So kung ito ang ating input waveform, all right,
[41:05.440 --> 41:10.160]  the blue one here is our input waveform, okay,
[41:10.360 --> 41:14.760]  what can we see as an output V sub O?
[41:15.640 --> 41:16.000]  All right?
[41:16.160 --> 41:20.980]  So the output V sub O of our doubler is a voltage.
[41:21.180 --> 41:23.360]  It does not fit, all right?
[41:23.360 --> 41:32.960]  It's a voltage essentially that you can see that is going to be basically pretty much up here at twice the voltage,
[41:33.920 --> 41:40.740]  discharge, come up, discharge, come up, discharge.
[41:41.260 --> 41:41.380]  Okay?
[41:41.380 --> 41:46.920]  So yun yung ating doubler output.
[41:48.300 --> 41:48.540]  Okay?
[41:48.980 --> 41:50.580]  So much, much higher up.
[41:51.340 --> 41:55.420]  And yun nga, it's a DC voltage, all right?
[41:55.420 --> 42:06.280]  Because of this capacitor supplying that energy while the other side of it is recharged as a clamp.
[42:07.020 --> 42:07.560]  Okay?
[42:08.020 --> 42:14.480]  So clamp plus rectifier produces this output.
[42:15.620 --> 42:15.840]  Okay?
[42:16.020 --> 42:16.880]  What do you think?
[42:17.020 --> 42:18.040]  Is that cool or what?
[42:18.040 --> 42:18.760]  Okay?
[42:21.720 --> 42:25.500]  You know, the interesting thing about this is, all right,
[42:26.040 --> 42:27.940]  the interesting thing about this is,
[42:28.100 --> 42:37.180]  it is possible to build a circuit that is based on this idea of clamping.
[42:37.180 --> 42:38.980]  All right?
[42:38.980 --> 42:39.020]  All right?
[42:39.740 --> 42:48.920]  Such that the result, okay, is extending the thing.
[42:49.700 --> 42:54.320]  You'll notice that we have a doubler.
[42:54.960 --> 43:02.380]  And if we just add things, all right, it becomes a voltage tripler and a quadrupler.
[43:02.940 --> 43:04.820]  And so on and so forth.
[43:05.340 --> 43:05.740]  All right?
[43:05.740 --> 43:08.700]  We can just keep adding this.
[43:09.240 --> 43:13.260]  And then at the very end, add your rectifier, all right,
[43:13.360 --> 43:22.100]  to come up with a circuit that basically just keeps increasing its voltage output.
[43:24.260 --> 43:24.540]  Okay?
[43:25.220 --> 43:25.640]  All right?
[43:25.640 --> 43:37.060]  So here's your voltage multiplication using just capacitors and diodes.
[43:37.260 --> 43:37.420]  Okay?
[43:37.460 --> 43:40.000]  I'm not going to go into the analysis of this circuit.
[43:40.640 --> 43:47.700]  And be informed that it is an extremely inefficient circuit.
[43:47.700 --> 44:00.560]  Each and every stage that you basically add to it goes further and further and further away from the theoretical voltage that you can pick out.
[44:00.560 --> 44:05.180]  Because each stage that you add has its own deficiency.
[44:05.180 --> 44:12.160]  And of course, the next stage after it that attempts to double it or multiply it will be even less.
[44:12.660 --> 44:15.580]  So palayok ng palayok siya sa theoretical.
[44:16.180 --> 44:21.140]  But still, it is a very, very simple repetitive circuit.
[44:21.640 --> 44:22.020]  All right?
[44:22.020 --> 44:26.780]  That can be used to generate higher voltage.
[44:27.520 --> 44:27.940]  All right?
[44:28.980 --> 44:34.480]  As long as the voltage requirement is not particularly critical.
[44:34.480 --> 44:48.120]  And the most important thing here is that the amount of current demanded by, all right, the load at the end, okay, is modest.
[44:48.840 --> 44:54.720]  As long as maliit lang yung demand yung current, pwedeng gamitin.
[44:54.820 --> 45:02.320]  Kasi we're very, very dependent on the amount of energy that the capacitors will store.
[45:03.460 --> 45:03.740]  Okay?
[45:04.480 --> 45:04.880]  All right?
[45:04.880 --> 45:14.020]  Now, if you're wondering where or what is the use of such a thing, right?
[45:16.580 --> 45:20.780]  Well, here's one.
[45:22.340 --> 45:22.660]  Okay.
[45:23.280 --> 45:25.340]  Do you guys recognize what this is?
[45:25.880 --> 45:26.180]  All right?
[45:26.880 --> 45:27.900]  Hindi ito tennis racket.
[45:28.400 --> 45:28.920]  Okay.
[45:28.920 --> 45:35.280]  So itong mosquito, I think it's called the mosquito bat.
[45:36.200 --> 45:36.360]  Okay?
[45:37.020 --> 45:39.720]  Mosquito racket or mosquito bat.
[45:40.120 --> 45:40.220]  Okay?
[45:40.220 --> 45:47.100]  If you've ever wondered, how does the thing work?
[45:47.260 --> 45:49.600]  What's inside the mosquito bat?
[45:49.600 --> 45:51.020]  All right?
[45:51.020 --> 45:54.020]  So mosquito bat, the internal...
[45:54.020 --> 45:56.720]  Oh, nawawala kasi gusto burahin ng ano.
[45:57.120 --> 45:57.360]  All right?
[45:57.820 --> 46:00.000]  The internals of a mosquito bat.
[46:00.580 --> 46:00.880]  Okay?
[46:01.340 --> 46:03.600]  Contain a battery.
[46:04.540 --> 46:05.300]  Okay?
[46:05.300 --> 46:06.440]  A power source.
[46:07.700 --> 46:19.100]  Followed by an oscillator circuit which produces an alternating current.
[46:19.700 --> 46:20.620]  Okay?
[46:20.620 --> 46:24.120]  It produces an AC waveform.
[46:24.120 --> 46:41.040]  And from that AC waveform, all right, you have a series of capacitors and diodes arranged in multiplicative manner.
[46:41.040 --> 46:42.720]  I'm lying a little bit.
[46:42.720 --> 46:43.200]  Okay?
[46:44.160 --> 47:08.140]  Such that the voltage becomes high enough so that anything that winds up at the output here, all right, like a mosquito winding up at the output, gets zapped by the high voltage being generated.
[47:09.140 --> 47:09.620]  Okay?
[47:09.620 --> 47:10.120]  Okay?
[47:10.120 --> 47:16.640]  Now, I don't quite remember what the output voltage of these things are supposed to be.
[47:17.080 --> 47:21.480]  But it's pretty close to a thousand volts or so.
[47:22.200 --> 47:22.500]  All right?
[47:22.540 --> 47:24.160]  It's about a thousand volts.
[47:24.340 --> 47:26.960]  You need that much voltage to create a spark.
[47:28.120 --> 47:28.300]  Okay?
[47:32.180 --> 47:35.940]  Yeah, it doesn't quite really say what the output voltage is.
[47:35.940 --> 47:43.400]  It just provides the fact that the charging voltage is five volts.
[47:43.400 --> 47:44.080]  All right?
[47:44.080 --> 47:47.400]  So, that's a lithium-based battery pack in there.
[47:47.400 --> 47:57.840]  So, to get that kind of a high voltage out of five volts, it will require a humongous amount of multiplication.
[47:57.840 --> 48:00.560]  But that's not exactly how it's done.
[48:00.560 --> 48:03.860]  The oscillator, in fact, drives a transformer.
[48:03.860 --> 48:16.380]  The reality of it is that it drives a step-up transformer that allows the voltage to reach something in the region of about 300 volts or so.
[48:16.380 --> 48:17.280]  All right?
[48:17.280 --> 48:17.320]  All right?
[48:17.320 --> 48:36.040]  And then the output of the transformer goes into a tripler or something like that to bring it to the target 900 volts or so of operating DC voltage so that it's in a position to zap the mosquito.
[48:36.040 --> 48:37.060]  All right?
[48:37.060 --> 48:37.120]  All right?
[48:37.120 --> 48:37.180]  All right?
[48:37.180 --> 48:38.080]  All right?
[48:38.080 --> 48:50.000]  And this particular application is really exact for the limitations of this kind of a circuit.
[48:50.000 --> 48:52.040]  So, what did I say?
[48:52.360 --> 48:56.080]  Your output should not require a lot of current.
[48:56.320 --> 49:05.860]  And in fact, this is the case because when this thing is not zapping anything, there's actually no current load.
[49:06.040 --> 49:32.680]  Okay. It is used to charge up an output capacitor. All right. It's used to charge up an output capacitor to very, very high voltages, 1,000 volts. All right. And it just sits there. All right. Waiting for something to come into the, you know, the metal chicken wire.
[49:32.680 --> 49:45.520]  All right. And so while there's nothing there, there's really no current. There is nothing that is really discharging the voltage because once you've charged up the output capacitor, it's already charged up.
[49:46.420 --> 49:56.540]  Okay. So that allows it to slowly charge up through its limited capacity. It will slowly charge up the output capacitor.
[49:56.540 --> 50:04.860]  And when the output capacitor reaches that target 1,000 volts or so, it just stays there and doesn't demand much current anymore.
[50:05.760 --> 50:13.540]  Until a mosquito comes into contact, at which point the capacitor suddenly discharges.
[50:14.540 --> 50:17.680]  All right. And there goes the thing.
[50:17.680 --> 50:31.740]  The mosquito gets killed or whatever, gets stunned while this thing now is continuously operating and trying to recharge that capacitor to bring its voltage back up.
[50:32.900 --> 50:33.080]  Okay.
[50:33.620 --> 50:35.580]  So that's how the thing works.
[50:35.580 --> 50:47.100]  So as long as you press the button, the circuit is operational and will try to charge up this output capacitor so that it will produce the necessary voltage to zap the mosquito.
[50:47.100 --> 50:56.240]  Now, the capacitance at the output is made small because all you need is one discharge to kill a small insect.
[50:56.240 --> 51:26.220]  And you don't want to make it.
[51:26.220 --> 51:28.220]  That it's a dangerous weapon.
[51:28.220 --> 51:28.220] 
[51:28.220 --> 51:28.220] 
[51:28.220 --> 51:28.220] 
[51:28.220 --> 51:29.220]  Okay.
[51:29.220 --> 51:29.220] 
[51:29.220 --> 51:29.220] 
[51:29.220 --> 51:29.220] 
[51:29.220 --> 51:29.220] 
[51:29.220 --> 51:29.220] 
[51:29.220 --> 51:29.220] 
[51:29.220 --> 51:30.220]  Okay.
[51:30.220 --> 51:30.220] 
[51:30.220 --> 51:35.220]  So this is your application at least.
[51:35.220 --> 51:36.220]  All right.
[51:36.220 --> 51:40.220]  All right.
[51:40.220 --> 51:44.220]  So there's your application of doubling or tripling.
[51:44.220 --> 51:47.220]  You don't have to always do it.
[51:47.220 --> 51:53.220]  You know, the applications don't necessarily require that the voltage becomes so large or whatever.
[51:53.220 --> 52:07.220]  But I think the point here that this thing is trying to make is that, as you saw in this initial example, we can have a low voltage AC signal.
[52:07.220 --> 52:18.220]  And we can use this kind of a technique, clamp plus rectification to actually generate a voltage that would normally not have been achievable.
[52:18.220 --> 52:19.220]  All right.
[52:19.220 --> 52:20.220]  All right.
[52:20.220 --> 52:22.220]  Through straight rectification only.
[52:22.220 --> 52:23.220]  All right.
[52:23.220 --> 52:24.220]  All right.
[52:24.220 --> 52:24.220] 
[52:24.220 --> 52:25.220]  All right.
[52:25.220 --> 52:27.220]  So hopefully this is interesting.
[52:27.220 --> 52:43.220]  And, you know, I leave it up to your mental capacity to try to figure out how can you make a circuit that basically produces a negative 20.
[52:43.220 --> 52:44.220]  For example, okay?
[52:44.220 --> 52:44.220] 
[52:44.220 --> 52:44.220] 
[52:44.220 --> 52:44.220] 
[52:44.220 --> 52:44.220] 
[52:44.220 --> 52:45.220]  Alright.
[52:45.220 --> 52:46.220]  Alright.
[52:46.220 --> 52:55.220]  Alright.
[52:55.220 --> 52:55.220] 
[52:55.220 --> 52:55.220] 
[52:55.220 --> 52:56.220]  Alright.
[52:56.220 --> 52:57.220]  Alright.
[52:57.220 --> 52:58.220]  Alright.
[52:58.220 --> 52:59.220]  Alright.
[52:59.220 --> 53:00.220]  Alright.
[53:00.220 --> 53:00.220] 
[53:00.220 --> 53:01.220]  Alright.
[53:01.220 --> 53:02.220]  Alright.
[53:02.220 --> 53:03.220]  Alright.
[53:03.220 --> 53:04.220]  Alright.
[53:04.220 --> 53:05.220]  Alright.
[53:05.220 --> 53:06.220]  Alright.
[53:06.220 --> 53:07.220]  Alright.
[53:07.220 --> 53:08.220]  Alright.
[53:08.220 --> 53:09.220]  Alright.
[53:09.220 --> 53:10.220]  Alright.
[53:10.220 --> 53:11.220]  Alright.
[53:11.220 --> 53:12.220]  Alright.
[53:12.220 --> 53:12.220] 
[53:12.220 --> 53:12.220] 
[53:12.220 --> 53:13.220]  Alright.
[53:13.220 --> 53:13.220] 
[53:13.220 --> 53:16.580]  Let me just share this with you.
[53:21.160 --> 53:21.960]  Share.
[53:22.960 --> 53:24.060]  Where are you?
[53:24.500 --> 53:25.600]  This one.
[53:26.920 --> 53:27.200]  Yeah.
[53:28.260 --> 53:28.620]  Okay.
[53:29.400 --> 53:30.920]  So makikita natin.
[53:31.760 --> 53:33.980]  I've prepared this one.
[53:34.700 --> 53:39.060]  So, and I can't write onto this because this is LTSpice.
[53:39.060 --> 53:39.640]  All right.
[53:40.940 --> 53:43.100]  Well, actually I could, but, you know,
[53:43.100 --> 53:44.280]  mess up certain things.
[53:44.540 --> 53:46.180]  So listen na lang.
[53:46.300 --> 53:47.700]  Tapos, follow with your eyes.
[53:47.860 --> 53:48.060]  Okay.
[53:48.780 --> 53:50.580]  So here in this circuit,
[53:50.840 --> 53:53.040]  we have a voltage source,
[53:53.100 --> 53:55.540]  which is ready to produce a square wave.
[53:55.700 --> 54:00.820]  You can see that the parameters here is that it is a square wave because the
[54:00.820 --> 54:03.540]  thing has been set to produce pulses.
[54:04.160 --> 54:04.880]  All right.
[54:04.880 --> 54:07.800]  Which goes from negative 10 to plus 10,
[54:08.260 --> 54:10.220]  negative 10 to plus 10,
[54:10.220 --> 54:13.080]  with a certain timing.
[54:13.900 --> 54:14.720]  Nevermind that.
[54:15.560 --> 54:17.060]  It's measured in milliseconds.
[54:17.860 --> 54:19.520]  So frequency is, you know,
[54:19.660 --> 54:23.960]  in a hundred to one kilohertz or so,
[54:24.360 --> 54:25.260]  whatever that is.
[54:26.140 --> 54:26.380]  Ah,
[54:26.440 --> 54:28.040]  one millisecond.
[54:28.620 --> 54:29.020]  Oh yeah.
[54:29.140 --> 54:29.360]  Okay.
[54:29.420 --> 54:29.900]  Two milliseconds.
[54:29.900 --> 54:31.180]  So it's,
[54:31.180 --> 54:32.600]  it's a 500 Hertz signal.
[54:33.200 --> 54:33.600]  All right.
[54:33.920 --> 54:34.320]  And,
[54:35.000 --> 54:35.440]  uh,
[54:36.280 --> 54:36.880]  what's this?
[54:37.080 --> 54:41.200]  The capacitors in this case have been chosen that C1 is fairly big,
[54:41.660 --> 54:42.560]  10 microfarad.
[54:42.920 --> 54:45.200]  And C2 is one microfarad.
[54:45.280 --> 54:46.940]  Just as I had stated earlier,
[54:46.940 --> 54:50.320]  the output of the rectifier,
[54:50.320 --> 54:57.400]  the filter capacitor there has to be quite a bit smaller than the shifting or
[54:57.400 --> 54:58.760]  clamping capacitor.
[55:00.000 --> 55:00.080]  Okay.
[55:00.560 --> 55:07.400]  And the rest of it is just basically exactly the same arrangement as we saw in
[55:07.400 --> 55:08.480]  the voltage dobler.
[55:09.220 --> 55:12.440]  The circuit itself follows the voltage dobler.
[55:12.440 --> 55:16.640]  We know that the output here is a positive.
[55:18.680 --> 55:19.140]  All right.
[55:21.200 --> 55:25.360]  Almost double output with ripple.
[55:26.140 --> 55:26.860]  Okay.
[55:27.000 --> 55:30.580]  With ripple driving a 47K resistor.
[55:30.760 --> 55:33.400]  So one microfarad into 47K,
[55:33.580 --> 55:36.120]  we expect that the discharge is fairly mild.
[55:36.560 --> 55:36.780]  All right.
[55:36.880 --> 55:42.400]  The discharge is going to be fairly mild because 47K is a fairly low current.
[55:42.440 --> 55:42.960]  Uh,
[55:43.600 --> 55:45.160]  assuming that,
[55:45.420 --> 55:45.680]  you know,
[55:45.740 --> 55:47.000]  we get 20 volts,
[55:47.220 --> 55:48.440]  which we won't.
[55:48.600 --> 55:48.860]  All right.
[55:49.320 --> 55:52.100]  20 volts into 47K is only half,
[55:52.100 --> 55:53.020]  uh,
[55:53.620 --> 55:54.240]  milliampere.
[55:54.780 --> 55:55.340]  All right.
[55:55.380 --> 55:56.700]  It's just half a milliampere.
[55:56.780 --> 55:58.760]  So it's a small amount of discharge current,
[55:58.760 --> 56:01.180]  but against a one microfarad capacitor,
[56:01.360 --> 56:01.440]  well,
[56:01.500 --> 56:02.580]  you'll see that there's a,
[56:02.580 --> 56:03.120]  a,
[56:03.120 --> 56:04.680]  a definitely visible drop.
[56:04.800 --> 56:05.820]  No question about it.
[56:05.940 --> 56:10.520]  So the parameter here is that we've asked it to do simulation for 20
[56:10.520 --> 56:10.940]  milliseconds.
[56:10.940 --> 56:15.420]  And this is long because it's longer than needed,
[56:15.420 --> 56:17.380]  but what you're going to see is that,
[56:17.380 --> 56:17.900]  um,
[56:18.280 --> 56:18.600]  you know,
[56:18.680 --> 56:22.420]  the circuit takes time to build up that energy.
[56:23.060 --> 56:26.800]  And then you'll see that it will come to a steady state where you get those
[56:26.800 --> 56:27.820]  continuous ripple,
[56:27.820 --> 56:28.720]  um,
[56:28.720 --> 56:30.720]  uh,
[56:30.720 --> 56:30.720] 
[56:30.720 --> 56:30.720] 
[56:30.720 --> 56:30.720] 
[56:30.720 --> 56:30.720] 
[56:30.720 --> 56:31.320]  of,
[56:31.320 --> 56:31.360]  of,
[56:31.360 --> 56:31.600]  of,
[56:31.600 --> 56:32.300]  of voltage,
[56:32.500 --> 56:34.140]  almost 20 volts dropping down,
[56:34.220 --> 56:35.580]  almost 20 volts dropping down.
[56:35.900 --> 56:36.880]  So how far off?
[56:36.980 --> 56:37.140]  Well,
[56:37.560 --> 56:38.140]  1N4,
[56:38.220 --> 56:38.360]  1,
[56:38.440 --> 56:38.580]  4,
[56:38.580 --> 56:39.160]  8s are,
[56:39.220 --> 56:41.320]  are not particularly good conductors.
[56:41.400 --> 56:42.140]  They're low current,
[56:42.140 --> 56:42.940]  uh,
[56:43.000 --> 56:43.300]  you know,
[56:43.740 --> 56:44.080]  signal,
[56:44.340 --> 56:47.240]  semi-signal diodes that can be used for rectification.
[56:47.240 --> 56:51.200]  So let's have a look at the result of this simulation here.
[56:51.840 --> 56:52.320]  Okay.
[56:52.320 --> 56:54.040]  I'm going to pull this.
[56:54.660 --> 56:54.780]  Oh,
[56:54.820 --> 56:54.960]  well,
[56:55.020 --> 56:56.040]  you'll be able to see it.
[56:56.060 --> 56:56.500]  What the hell.
[56:56.940 --> 56:57.120]  Okay.
[56:57.300 --> 56:59.720]  So the first signal that we want to be looking at,
[56:59.760 --> 57:00.160]  of course,
[57:00.220 --> 57:01.120]  is the,
[57:01.120 --> 57:01.720]  uh,
[57:01.720 --> 57:02.920]  source signal.
[57:02.920 --> 57:03.480]  All right.
[57:03.500 --> 57:04.500]  So as you can see,
[57:04.940 --> 57:07.900]  there's that source signal of plus 10,
[57:07.960 --> 57:08.700]  minus 10.
[57:09.380 --> 57:10.080]  All right.
[57:10.140 --> 57:10.620]  Plus 10,
[57:10.680 --> 57:11.260]  minus 10.
[57:11.500 --> 57:13.860]  And it is indeed the square wave,
[57:13.860 --> 57:14.800]  uh,
[57:14.800 --> 57:17.700]  with a period of two milliseconds,
[57:17.700 --> 57:19.580]  which means that this is a 500,
[57:20.420 --> 57:21.640]  500 Hertz,
[57:21.640 --> 57:22.480]  uh,
[57:22.480 --> 57:22.840]  signal.
[57:23.260 --> 57:23.740]  Okay.
[57:24.000 --> 57:24.440]  All right.
[57:24.560 --> 57:24.920]  Now,
[57:25.660 --> 57:26.780]  what does,
[57:27.080 --> 57:27.280]  uh,
[57:27.280 --> 57:29.240]  now the thing here is it's a square wave.
[57:29.300 --> 57:30.400]  So you can imagine that,
[57:30.420 --> 57:30.660]  you know,
[57:30.660 --> 57:34.680]  it will instantaneously try to charge up our,
[57:34.680 --> 57:35.640]  uh,
[57:35.700 --> 57:38.900]  C1 through the one N4148.
[57:39.040 --> 57:39.360]  Now,
[57:39.720 --> 57:40.100]  again,
[57:40.100 --> 57:42.160]  this is not an ideal diode.
[57:42.400 --> 57:45.660]  So the one N4148 will have a pretty,
[57:45.660 --> 57:46.380]  uh,
[57:46.380 --> 57:50.020]  visible voltage drop 0.7 or more.
[57:50.400 --> 57:50.660]  In fact,
[57:50.700 --> 57:52.120]  it will be more than 0.7,
[57:52.280 --> 57:57.500]  especially when we demand a large amount of current to charge up C1.
[57:57.860 --> 58:00.580]  So we'll probe this point,
[58:00.660 --> 58:01.640]  first over here.
[58:01.740 --> 58:02.640]  Are you guys looking?
[58:03.120 --> 58:07.820]  So this is at the D1C1 junction.
[58:08.180 --> 58:08.520]  All right.
[58:08.580 --> 58:10.340]  It's at the D1C1 junction.
[58:10.340 --> 58:12.040]  Hindi pa ito yung output.
[58:12.800 --> 58:15.460]  So makikita natin dito yung shifting.
[58:15.940 --> 58:16.240]  Well,
[58:16.620 --> 58:19.120]  we should be able to see the shifting action.
[58:19.980 --> 58:20.380]  All right.
[58:20.480 --> 58:22.600]  And there's that shifting action.
[58:22.600 --> 58:28.880]  So you see that the voltage at the first pass,
[58:29.660 --> 58:30.180]  all right,
[58:30.180 --> 58:35.120]  is only a little bit above 18.
[58:35.820 --> 58:36.140]  All right.
[58:36.140 --> 58:41.520]  And that basically means that our diode here,
[58:41.920 --> 58:42.300]  all right,
[58:42.820 --> 58:43.820]  our diode
[58:43.820 --> 58:46.940]  is dropping
[58:46.940 --> 58:48.240]  a very,
[58:48.340 --> 58:49.980]  very large amount of voltage,
[58:50.120 --> 58:52.100]  much greater than 0.7.
[58:52.820 --> 58:53.180]  Okay.
[58:53.700 --> 58:55.000]  Much greater than 0.7.
[58:55.120 --> 58:56.760]  It's closer to even two volts.
[58:57.200 --> 58:57.440]  All right.
[58:57.500 --> 58:58.800]  It's a little less than two volts.
[58:59.300 --> 59:00.060]  Hirap talaga siya.
[59:00.560 --> 59:00.840]  All right.
[59:00.860 --> 59:02.520]  It's hard to charge up a capacitor,
[59:02.720 --> 59:04.080]  particularly instantaneously.
[59:04.680 --> 59:05.040]  All right.
[59:05.380 --> 59:07.360]  In the next series of cycles,
[59:07.760 --> 59:09.080]  we see that,
[59:09.080 --> 59:09.800]  you know,
[59:10.000 --> 59:10.780]  the thing
[59:10.780 --> 59:13.540]  will now be
[59:13.540 --> 59:14.220]  much,
[59:14.420 --> 59:15.420]  much less
[59:15.420 --> 59:16.340]  demanding.
[59:17.180 --> 59:17.420]  All right.
[59:17.460 --> 59:19.660]  And now we get a peak voltage
[59:19.660 --> 59:21.860]  that's pretty close to
[59:21.860 --> 59:23.660]  19 volts or so,
[59:23.840 --> 59:24.920]  which means that our
[59:24.920 --> 59:27.080]  104.148 is conducting
[59:27.080 --> 59:27.860]  with,
[59:27.980 --> 59:28.480]  you know,
[59:28.600 --> 59:30.040]  pretty close to one volt of
[59:30.040 --> 59:30.380]  drop,
[59:30.500 --> 59:31.800]  which is not surprising.
[59:32.880 --> 59:33.060]  Okay.
[59:33.640 --> 59:35.600]  So that's the output here
[59:35.600 --> 59:36.880]  at our
[59:36.880 --> 59:37.780]  D1,
[59:37.900 --> 59:39.080]  C1 junction.
[59:40.100 --> 59:40.420]  Okay.
[59:40.520 --> 59:41.060]  And it's just
[59:41.060 --> 59:42.320]  continuous train of pulses
[59:42.320 --> 59:43.460]  as we see there.
[59:44.160 --> 59:45.640]  And now we go
[59:45.640 --> 59:46.860]  to the output
[59:46.860 --> 59:48.500]  of the rectifier.
[59:49.140 --> 59:50.280]  So yung output
[59:50.280 --> 59:51.320]  ng rectifier,
[59:51.700 --> 59:53.420]  dapat makikita nga natin
[59:53.420 --> 59:54.660]  na magpipik siya
[59:54.660 --> 59:55.960]  halos
[59:55.960 --> 59:57.900]  sa 19 volts
[59:57.900 --> 59:59.000]  and then it will start
[59:59.000 --> 59:59.780]  discharging
[59:59.780 --> 01:00:01.220]  and then get recharged
[01:00:01.220 --> 01:00:02.400]  in the next cycle.
[01:00:03.120 --> 01:00:04.840]  So there's that output.
[01:00:05.840 --> 01:00:06.820]  Medyo hindi kita,
[01:00:06.960 --> 01:00:08.260]  palitan natin yung kulay.
[01:00:09.980 --> 01:00:11.460]  Let's change that to
[01:00:11.460 --> 01:00:12.460]  yellow,
[01:00:13.460 --> 01:00:14.260]  which is going to be
[01:00:14.260 --> 01:00:15.880]  a little bit more visible.
[01:00:15.880 --> 01:00:16.500]  polymer and be,
[01:00:16.500 --> 01:00:16.820]  ayan.
[01:00:17.020 --> 01:00:17.160]  Okay.
