[00:00.000 --> 00:29.980]  Thank you.
[34:23.920 --> 34:28.060]  Pareho silang 0.2 pero mabilis talaga umakat yung sa Scott Key.
[34:28.420 --> 34:37.400]  Parang silicon diode siya na low, low, low ang forward voltage, okay?
[34:37.900 --> 34:42.640]  So if you see something like this, all right, you know that it is a Scott Key.
[34:42.640 --> 34:50.900]  And, you know, it will clue you in that you have a Scott Key diode if you see that it comes from a switch mode power supply.
[34:51.720 --> 34:52.080]  All right?
[34:52.440 --> 34:54.020]  Okay, so there you go with that.
[34:55.660 --> 35:01.080]  Next, and never mind the current regulator diode, tunnel diode, siguro, pwede na to.
[35:01.340 --> 35:08.080]  All right, so these are kinds of diodes that, you know, just you should be sort of familiar with.
[35:08.180 --> 35:10.160]  We don't have to know everything.
[35:10.160 --> 35:12.640]  Okay, so let's skip those.
[35:13.520 --> 35:20.020]  And finally, all right, how do you test if you have a good or bad diode?
[35:20.200 --> 35:21.320]  This is the last page.
[35:21.920 --> 35:22.220]  All right?
[35:22.920 --> 35:25.500]  So it's very simple.
[35:26.320 --> 35:30.440]  You take a digital multimeter, okay?
[35:30.440 --> 35:32.140]  You take your diode.
[35:34.200 --> 35:42.580]  And your DMM, all right, has a setting where it is a diode symbol.
[35:43.240 --> 35:44.200]  Nothing could be simpler.
[35:44.920 --> 35:45.100]  Okay?
[35:45.100 --> 35:53.140]  And you take your leads, all right, and connect them like so.
[35:54.460 --> 35:55.040]  All right?
[35:55.960 --> 36:06.660]  And you'll notice that if this is your black and this is your red, all right, this thing should basically say OL or open.
[36:07.440 --> 36:08.100]  Okay?
[36:08.360 --> 36:09.220]  Open circuit.
[36:09.220 --> 36:09.340]  Why?
[36:10.980 --> 36:11.580]  Why?
[36:11.860 --> 36:15.960]  Well, because you're biasing the diode in the wrong way.
[36:17.140 --> 36:17.440]  Okay?
[36:17.540 --> 36:19.280]  You're biasing the diode in the wrong way.
[36:19.340 --> 36:20.820]  This is reverse bias.
[36:21.320 --> 36:23.700]  So your diode should remain open circuit.
[36:23.840 --> 36:26.460]  So this is one of the things that you need to check and verify.
[36:26.460 --> 36:29.220]  Is it an OL?
[36:29.700 --> 36:33.780]  Is it an open circuit when I have it reverse bias?
[36:34.980 --> 36:35.260]  Okay?
[36:35.620 --> 36:36.140]  Got that?
[36:37.300 --> 36:37.500]  Okay?
[36:39.040 --> 36:51.840]  Now, on the other hand, if you now reorient your diode and put it this way, notice where the red is, okay?
[36:51.840 --> 36:56.220]  You'll be biasing it in this direction, which means the current is going this way.
[36:56.980 --> 36:57.240]  All right?
[36:58.100 --> 37:00.600]  This is now forward bias.
[37:00.920 --> 37:08.080]  And this thing should now display the forward voltage of the diode.
[37:08.080 --> 37:25.220]  Now, if you know that it is an ordinary silicon diode, then you should be reading something in the neighborhood of babies, you know, 0.4 to about 0.7 something volts.
[37:25.900 --> 37:28.720]  That's the expected range of values.
[37:28.820 --> 37:33.320]  If it's Scott Key, then you'll see that it's 0.2 to 0.3.
[37:33.800 --> 37:34.160]  All right?
[37:34.680 --> 37:39.260]  So you need to check both, all right, directions.
[37:40.440 --> 37:48.100]  If you get a reading, a voltage that looks suspiciously too low, it might also mean that it's busted, shortened.
[37:48.820 --> 37:48.960]  Okay?
[37:48.960 --> 37:54.620]  And because it could be shortened, that's why it's also important to always check the reverse direction.
[37:55.360 --> 38:01.520]  If it shows that it's also conducting in the reverse direction, it's definitely a broken diode.
[38:01.740 --> 38:11.980]  It might be not totally broken, but even a partial conduction in the reverse direction basically says that, hey, this diode is about to go kaputs.
[38:12.300 --> 38:14.440]  Or it already is partially destroyed.
[38:14.820 --> 38:15.960]  So you should throw it out.
[38:16.360 --> 38:16.580]  Okay?
[38:16.580 --> 38:24.580]  So check the forward as well as reverse characteristics.
[38:25.320 --> 38:29.420]  They have to show that the diode is working.
[38:29.720 --> 38:40.020]  And that's indicated essentially if you have the multimeter on the diode test mode, it will force a small amount of, you know,
[38:40.220 --> 38:45.200]  biasing voltage and current through the diode to allow you to find out.
[38:45.520 --> 38:46.160]  Okay?
[38:46.580 --> 38:46.980]  All right.
[38:46.980 --> 38:46.980] 
[38:47.120 --> 38:51.740]  So that's something hopefully that you'll be able to do.
[38:52.580 --> 38:52.740]  Okay?
[38:53.280 --> 38:58.820]  I noticed that in the lab, nobody was actually doing that or testing the diodes.
[38:59.140 --> 39:02.340]  You all assume that what was given to you is not broken.
[39:02.680 --> 39:04.140]  That's very bad practice.
[39:04.420 --> 39:04.580]  Okay?
[39:05.080 --> 39:08.260]  So very least, try it out.
[39:08.440 --> 39:10.260]  Make sure that the diode is okay.
[39:10.260 --> 39:10.700]  Okay.
[39:10.700 --> 39:11.260]  Okay.
[39:11.260 --> 39:11.260] 
[39:11.260 --> 39:17.720]  So let's say, okay, there is an upper limit as to how much forward voltage the multimeter can provide.
[39:17.720 --> 39:19.720]  You might want to take note of this.
[39:19.720 --> 39:24.500]  Sir, can I also test LEDs using the multimeter?
[39:24.500 --> 39:26.500]  Answer is yes.
[39:26.500 --> 39:26.820]  Yes.
[39:26.820 --> 39:35.780]  Typically, if the LEDs have a forward voltage less than the internal supply voltage of the meter.
[39:35.780 --> 39:42.920]  So most meters basically operate with about 3 volts of supply voltage internally.
[39:42.920 --> 39:48.300]  They're powered through two AA batteries.
[39:48.300 --> 39:50.140]  Or sometimes it's a 9 volts.
[39:50.140 --> 39:52.920]  And then they regulate it down.
[39:52.920 --> 40:01.480]  So typically, the forward voltage must be less than, say, for example, just a little over 2 volts.
[40:02.080 --> 40:12.260]  If you're trying to test an LED like a blue colored LED, alright, or a white colored LED where the forward voltage is somewhere around 3 volts,
[40:12.920 --> 40:13.200] !
[40:13.200 --> 40:15.240]  They will simply not light up.
[40:15.680 --> 40:15.760]  Okay?
[40:15.880 --> 40:16.740]  Hindi yan sisindi.
[40:16.740 --> 40:16.860]  Okay.
[40:17.500 --> 40:27.720]  Pero kung tinatesting mo ay red na LED, on dial test, you will be able to see that a red LED will light up.
[40:28.200 --> 40:31.180]  Mahinang-mahina yung ila pero makikita mo meron.
[40:31.740 --> 40:31.980]  Okay?
[40:31.980 --> 40:41.060]  So this can be used to test LEDs that are green, red, yellow, alright, or amber.
[40:41.980 --> 40:46.380]  But anything aside from that, well, probably not.
[40:46.740 --> 40:47.100]  Okay?
[40:47.240 --> 40:48.400]  And that's the last slide.
[40:50.980 --> 40:51.540]  Questions?
[40:52.840 --> 40:53.080]  Alright?
[40:54.140 --> 40:54.820]  Questions ba?
[40:55.260 --> 40:59.360]  You might want to take note na yung mga pinagsasabi ko, medyo mabilis lang yan.
[40:59.600 --> 40:59.780]  Alright?
[40:59.920 --> 41:02.980]  That's on the top of my head.
[41:02.980 --> 41:13.680]  And statements like these, advice and information, alright, will definitely come out in the quiz.
[41:17.380 --> 41:17.900]  Okay?
[41:18.040 --> 41:19.700]  Sayang points if you don't get it.
[41:19.820 --> 41:20.000]  Okay?
[41:20.080 --> 41:23.540]  So that's the last slide for dials.
[41:23.900 --> 41:25.080]  Are there questions?
[41:25.080 --> 41:29.520]  Tinanggal ko na yung slide pero pwede pa naman balikan kung may tanong.
[41:30.120 --> 41:31.660]  Meron ba tanong o wala?
[41:34.800 --> 41:35.260]  Okay?
[41:35.940 --> 41:37.580]  Wala kasi tulog lahat.
[41:38.420 --> 41:38.580]  Alright.
[41:39.300 --> 41:40.420]  Show fans, please.
[41:40.420 --> 41:44.360]  Ah, okay.
[41:44.360 --> 41:44.420]  Okay.
[41:46.420 --> 41:52.840]  Why does the testing only work on certain color diodes?
[41:52.940 --> 41:59.100]  Again, let me reiterate that different diodes have different forward voltages.
[41:59.100 --> 41:59.940]  Okay?
[42:00.940 --> 42:11.200]  And the multimeter only provides up to about 2 volts of available forward, you know, testing voltage.
[42:12.840 --> 42:13.500]  Yes?
[42:15.200 --> 42:25.900]  So if you are talking about a blue diode, a blue diode or a white diode, this is not forward bias at 2 volts.
[42:26.240 --> 42:27.140]  So it won't light up.
[42:27.860 --> 42:28.080]  Alright?
[42:28.080 --> 42:28.480]  Okay.
[42:28.480 --> 42:29.040]  Sige.
[42:30.040 --> 42:30.860]  Other questions?
[42:34.480 --> 42:35.320]  Other questions?
[42:35.440 --> 42:35.900]  Other questions?
[42:39.380 --> 42:39.860]  Wala.
[42:40.260 --> 42:40.460]  Alright.
[42:40.460 --> 42:50.380]  So if there are no other questions, then we go to the next series of slides.
[42:51.180 --> 42:51.260]  Okay?
[42:51.940 --> 42:54.580]  And that is to do with...
[42:54.580 --> 42:54.800]  Hang on.
[42:54.860 --> 42:56.260]  Let me just get it up on screen.
[42:57.200 --> 42:57.440]  Alright?
[42:57.440 --> 43:12.740]  It's high time we start talking about one of the most important inventions of the century.
[43:12.740 --> 43:15.120]  The prior century.
[43:15.120 --> 43:16.120]  The 1950s.
[43:16.120 --> 43:19.120]  All right?
[43:19.120 --> 43:23.440]  And so let's put that up on screen.
[43:23.440 --> 43:23.860]  Show.
[43:23.860 --> 43:25.020]  Start slide show.
[43:25.020 --> 43:26.400]  You might have come across this.
[43:26.400 --> 43:33.520]  So you might have come across this already or parts of it presented, at least mentioned in CCICOMP.
[43:33.520 --> 43:35.900]  But the general tendency of the CCICOMP.
[43:35.900 --> 43:46.280]  But the general tendency of the CCICOMP features is to sort of gloss over this and just pass by it very, very quickly.
[43:46.280 --> 43:50.660]  Because not everybody is going to go into electronics or anything like that.
[43:50.660 --> 43:55.660]  So let's have a quick look at this.
[43:55.660 --> 43:58.200]  Let me just capture it.
[43:58.200 --> 43:59.520]  You're not seeing what I'm seeing.
[43:59.520 --> 44:02.800]  So where is the Zoom meeting?
[44:02.800 --> 44:04.260]  Here we go.
[44:04.500 --> 44:04.820]  Share.
[44:04.820 --> 44:05.820]  Here.
[44:05.820 --> 44:06.820]  Here.
[44:06.820 --> 44:07.820]  Here.
[44:07.820 --> 44:07.820] 
[44:07.820 --> 44:08.820]  Here.
[44:08.820 --> 44:09.820]  Here.
[44:09.820 --> 44:09.820] 
[44:09.820 --> 44:10.820]  Here.
[44:10.820 --> 44:11.820]  Here.
[44:11.820 --> 44:12.820]  Okay.
[44:12.820 --> 44:13.820]  All right.
[44:13.820 --> 44:21.200]  Now, as promised, the next topic, the next big topic is about V transistor.
[44:21.200 --> 44:22.200]  Okay.
[44:22.200 --> 44:26.200]  So very, very quickly, we'll just look at the quick history of it.
[44:26.200 --> 44:33.200]  And then after that, then, of course, we'll go into the technical details.
[44:33.200 --> 44:34.200]  All right.
[44:34.200 --> 44:36.200]  So let's talk about this.
[44:36.200 --> 44:40.200]  Turn on the pen and go on to the next slide here.
[44:40.200 --> 44:41.200]  Okay.
[44:41.200 --> 44:43.200]  So just as a quick background.
[44:43.200 --> 44:44.200]  Okay.
[44:44.200 --> 44:48.200]  What's this?
[44:48.200 --> 44:56.200]  In the 19th century, for example, all right, scientists were rarely inventors.
[44:56.200 --> 44:58.200]  All right.
[44:58.200 --> 45:05.200]  Samuel Morse, Alexander Graham Bell, and Thomas Alva Edison were not scientists.
[45:05.200 --> 45:09.200]  They were geniuses.
[45:09.200 --> 45:11.200]  All right.
[45:11.200 --> 45:32.200]  So people with a flair and ability to think things through, but, you know, did not have necessarily the scientific background nor education.
[45:32.200 --> 45:33.200]  All right.
[45:33.200 --> 45:34.200]  So please take note.
[45:34.200 --> 45:37.200]  We're not deriding these people.
[45:37.200 --> 45:40.200]  They were obviously very brilliant.
[45:40.200 --> 45:42.200]  As I said, they were geniuses.
[45:42.200 --> 45:51.200]  Graham Bell associated with the invention of the telephone, although that's disputed.
[45:51.200 --> 46:11.200]  Thomas Edison, which you've already encountered in Citron 1, all right, was most famous for many different inventions, including the phonograph and the incandescent light bulb, which is why he went into developing electricity.
[46:11.200 --> 46:12.200]  All right.
[46:12.200 --> 46:13.200]  All right.
[46:13.200 --> 46:15.200]  Morse is known for what?
[46:15.200 --> 46:18.200]  Well, Morse code and transmission of data.
[46:18.200 --> 46:19.200]  All right.
[46:19.200 --> 46:24.200]  So no doubt these inventions are great.
[46:24.200 --> 46:25.200]  Okay.
[46:25.200 --> 46:33.200]  But interestingly, none of these three are scientists by training.
[46:33.200 --> 46:44.200]  On the other hand, if you talk about the 20th century, all right, scientists begin invading the domain of invention.
[46:44.200 --> 46:46.200]  They start inventing things.
[46:46.200 --> 47:00.200]  So from purely theoretical, now scientists are able to bring the theoretical aspect into something more tangible.
[47:00.200 --> 47:02.200]  All right.
[47:02.200 --> 47:12.200]  Nowadays, because it's kind of blurred, but typically, you know, the pure science tends to ride on the theoretical.
[47:12.200 --> 47:23.200]  And then the theoretical ideas are brought into real world by engineers, right?
[47:23.200 --> 47:32.200]  So you have that connection between scientists and engineers, and they work hand in hand to produce, you know, the technology.
[47:32.200 --> 47:39.200]  Technology would not exist if the theory were not developed and discovered.
[47:39.200 --> 47:54.200]  Some of the diodes that we were talking about certainly came from, all right, the minds of scientists figuring out, oh, we can get electrons to tunnel through this junction.
[47:54.200 --> 47:55.200]  All right.
[47:55.200 --> 47:58.200]  For example, tunneling diode.
[47:58.200 --> 47:59.200]  All right.
[47:59.200 --> 47:59.200] 
[47:59.200 --> 48:08.200]  So John Fleming, for example, invented the vacuum tube diode.
[48:08.200 --> 48:18.200]  And Lee DeForest is the inventor of the triode, which is a kind of vacuum tube that can amplify it.
[48:18.200 --> 48:19.200]  All right.
[48:19.200 --> 48:21.200]  So a vacuum tube diode.
[48:21.200 --> 48:22.200]  All right.
[48:22.200 --> 48:28.200]  Other than the four times when the diode, all right, does the same thing as what we've talked to you about diodes.
[48:28.200 --> 48:34.200]  It's used for gating and rectification purposes.
[48:34.200 --> 48:35.200]  All right.
[48:35.200 --> 49:01.400]  Well, Lee DeForest invented, using the technology and ideas of the vacuum tube diode, he was able to add a third element into it to control the conduction characteristic, which is why it's called a triode, a third element, tri,
[49:01.400 --> 49:06.940]  which now allows the conduction of the diode to be controllable.
[49:08.140 --> 49:13.660]  And thus, this is now a device that can be used to amplify.
[49:15.640 --> 49:19.420]  Now, it stayed that way for a very, very long time.
[49:20.340 --> 49:27.840]  The problem with vacuum tube, you remember your CCI comp where they talked about the ENIAC, ENIAC being vacuum tubes, etc., etc.
[49:27.840 --> 49:29.320]  All right?
[49:30.360 --> 49:49.240]  Maybe what they didn't tell you is that, which is actually clearly in the history of it, and it's fascinating to read about the ENIAC, is that it was very, very, very unreliable.
[49:49.240 --> 49:49.720]  Okay?
[49:49.720 --> 49:49.720] 
[49:51.560 --> 50:00.940]  So for all the celebration that we have, putting the ENIAC on a pedestal saying, hey, here's the first electronic computer.
[50:02.080 --> 50:04.120]  It's not even the first computer.
[50:04.740 --> 50:10.320]  The first computer, you know, predates the ENIAC by quite a bit.
[50:10.320 --> 50:12.660]  But anyway, right?
[50:14.380 --> 50:16.100]  Hopefully, CCI can't cover that.
[50:16.220 --> 50:16.700]  I don't know.
[50:16.900 --> 50:24.380]  But anyway, bottom line is, what they often don't mention is that the ENIAC was ridiculously unreliable.
[50:25.240 --> 50:25.780]  Why?
[50:26.280 --> 50:32.660]  Well, it had about 17,700 or so vacuum tubes.
[50:32.660 --> 50:49.440]  And vacuum tube technology is basically, you know, a question of emitting electrons through the use of a very, very hot material.
[50:51.060 --> 50:51.320]  Okay?
[50:51.320 --> 51:00.760]  So the heart of a vacuum tube is a material that emits electrons, and the emission basically happens because of its high temperature.
[51:02.160 --> 51:06.280]  And that high temperature is achieved using a heating element.
[51:07.540 --> 51:07.780]  All right?
[51:08.980 --> 51:19.320]  That heating element is there and needs to be powered to make that other material hot enough so that it starts emitting and is ready to emit electrons.
[51:19.320 --> 51:21.320]  In fact, it emits electrons.
[51:22.740 --> 51:23.120]  All right?
[51:23.640 --> 51:27.460]  A lot of it, which is what allows the vacuum tube to conduct.
[51:28.920 --> 51:29.280]  All right?
[51:30.180 --> 51:41.440]  So the fact that you have heating means that eventually this heating element and everything there will deteriorate.
[51:41.660 --> 51:45.700]  Anything that is hot, very hot, will die an early death.
[51:46.380 --> 51:46.780]  All right?
[51:47.300 --> 51:48.780]  And that's the case.
[51:48.780 --> 51:59.880]  With so many vacuum tubes operating all at the same time, several of them, which are typically in very close proximity with each other,
[52:00.640 --> 52:05.560]  there is no question of the vacuum tube eventually failing.
[52:05.560 --> 52:15.760]  And with the large number of vacuum tubes, these failures will happen randomly.
[52:15.760 --> 52:16.660]  All right?
[52:16.660 --> 52:17.160]  All right?
[52:17.160 --> 52:28.620]  But as a distribution over time, this randomness will distribute itself such that the thing will break down very often.
[52:29.020 --> 52:31.900]  With one tube breaking down, you replace it.
[52:32.740 --> 52:33.880]  You turn it back on.
[52:34.140 --> 52:41.480]  Then a day or two later, another tube breaks down, a different one somewhere else, which you then have to replace.
[52:41.480 --> 52:45.360]  That's even not counting.
[52:46.160 --> 52:47.040]  All right?
[52:47.840 --> 52:52.280]  Trying to determine that, hey, something is in error.
[52:52.280 --> 52:56.700]  Oh, it's probably a vacuum tube that's broken.
[52:56.700 --> 52:57.060]  Again.
[52:58.740 --> 53:00.380]  Which vacuum tube is broken?
[53:00.540 --> 53:01.540]  How the hell do we know?
[53:01.680 --> 53:01.900]  All right?
[53:01.980 --> 53:03.700]  So troubleshooting, et cetera.
[53:03.700 --> 53:07.680]  Based on these symptoms, it's probably somewhere in the memory system.
[53:08.200 --> 53:13.260]  Oh, the memory system has about, well, 15,000 vacuum tubes, you know, 10,000 vacuum tubes.
[53:13.660 --> 53:16.440]  So how the hell do you find, you know, 4,000 vacuum tubes?
[53:16.540 --> 53:19.360]  And so let's go each and every bag.
[53:19.860 --> 53:21.720]  Oh, the bit pattern looks like this.
[53:21.780 --> 53:23.400]  So probably it's this one.
[53:24.160 --> 53:27.540]  You know, the debacle time can take a very, very long time.
[53:27.540 --> 53:31.060]  So the ENIAC was not particularly reliable.
[53:31.380 --> 53:31.860]  It worked.
[53:32.320 --> 53:35.260]  It went down in history as the first electronic computer.
[53:35.820 --> 53:36.940]  Hooray, big success.
[53:37.820 --> 53:40.540]  But also that, hey, this is impractical.
[53:41.160 --> 53:42.820]  It takes in a ton of power.
[53:43.880 --> 53:44.300]  All right?
[53:44.660 --> 53:56.280]  It took a small local power generator, a small generating plant to power it.
[53:56.280 --> 54:00.660]  And it could never operate continuously.
[54:01.220 --> 54:07.100]  You'd not be able to get, you know, one whole week of operation without something breaking down.
[54:07.520 --> 54:09.880]  It would break down every couple of days.
[54:10.640 --> 54:10.880]  All right?
[54:11.740 --> 54:19.060]  So having that is good but definitely needed new technology.
[54:19.740 --> 54:22.760]  And this is where transistors come in.
[54:23.720 --> 54:24.200]  All right?
[54:24.200 --> 54:24.260]  All right?
[54:26.280 --> 54:30.640]  Transistors were invented by physicists.
[54:31.400 --> 54:32.880]  A kind of scientist, obviously.
[54:33.520 --> 54:33.800]  All right?
[54:34.480 --> 54:42.200]  And these three very famous individuals, you need to know their names.
[54:43.060 --> 54:43.340]  Why?
[54:43.460 --> 54:44.620]  Because they'll come out in a piece.
[54:45.380 --> 54:45.780]  All right?
[54:45.780 --> 54:49.900]  So these three individuals, now, I don't know if this was covered in CCI Co.
[54:50.000 --> 54:50.920]  It would have been stated.
[54:51.560 --> 54:51.880]  All right?
[54:52.380 --> 54:56.720]  So these three are as follows.
[54:56.920 --> 54:58.680]  You have William B. Shockley.
[54:59.580 --> 55:00.020]  All right?
[55:00.280 --> 55:02.100]  He was born in 1910.
[55:02.760 --> 55:04.960]  And I can't really read this.
[55:05.240 --> 55:05.520]  All right?
[55:05.520 --> 55:07.940]  I think he looks like 1989.
[55:09.380 --> 55:09.660]  All right?
[55:10.140 --> 55:11.580]  1989 yata yan.
[55:13.680 --> 55:15.280]  The mind will really come out.
[55:15.280 --> 55:16.280]  All right?
[55:17.440 --> 55:20.240]  And he's known as the father of the transistor.
[55:21.300 --> 55:22.040]  All right?
[55:22.040 --> 55:29.120]  And maybe you remember that the transistor was basically invented in Bell Laboratories.
[55:29.120 --> 55:34.480]  the same Bell as in Alexander Graham Bell.
[55:35.680 --> 55:35.920]  Alright?
[55:36.740 --> 55:41.480]  So, he joined Bell Laboratories in 1936.
[55:42.440 --> 55:45.600]  Maraming inventions ng Bell Labs, FYI.
[55:46.220 --> 55:46.420]  Alright?
[55:47.500 --> 55:49.240]  Into the vacuum tube department.
[55:49.460 --> 55:51.840]  1936, wala pa pong transistors.
[55:52.560 --> 55:52.680]  Okay?
[55:54.200 --> 55:58.280]  But, there was already such things as solid state.
[55:59.120 --> 56:00.960]  Alright?
[56:01.380 --> 56:01.960]  Solid state.
[56:02.040 --> 56:04.180]  So, this was recognized very early on.
[56:04.480 --> 56:12.140]  That, you know, solid state materials or elements have potential for something.
[56:12.880 --> 56:15.460]  Particularly in the electronics.
[56:16.080 --> 56:19.440]  Hindi pa invented yung electronics, well, electronics, vacuum tube.
[56:19.440 --> 56:24.660]  But, knowing that there were certain materials that had the potential.
[56:25.360 --> 56:25.420]  Alright?
[56:25.420 --> 56:30.300]  He already came in with solid state physics as his background.
[56:31.420 --> 56:31.560]  Okay?
[56:32.040 --> 56:39.400]  And, later on, when the semiconductor laboratory was established, this laboratory was a lab in Bell Labs.
[56:39.400 --> 56:53.940]  Particularly set up to investigate the possibilities of using semiconductors to produce, you know, something that could substitute for the vacuum tube.
[56:54.660 --> 56:55.300]  Okay?
[56:55.300 --> 56:56.880]  So, there's that quote.
[56:58.300 --> 57:06.260]  It occurred to me that an amplifier using semiconductors rather than vacuum tubes is, in principle, possible.
[57:07.420 --> 57:07.560]  Alright?
[57:07.680 --> 57:09.560]  So, that was the state of it back then.
[57:10.240 --> 57:10.380]  Alright?
[57:10.380 --> 57:11.520]  That's William Shockley.
[57:12.000 --> 57:13.040]  That's what he looks like.
[57:14.040 --> 57:15.460]  Sorry for the bad picture.
[57:15.620 --> 57:17.300]  But, it's fuzzy.
[57:18.440 --> 57:18.740]  Alright?
[57:20.660 --> 57:23.740]  So, aside from Shockley, there are two other individuals.
[57:24.120 --> 57:26.140]  One is Walter Hauser Bratain.
[57:26.820 --> 57:27.140]  Okay?
[57:27.640 --> 57:31.960]  His background is, he's an experimental physicist.
[57:32.760 --> 57:33.040]  Alright?
[57:33.040 --> 57:41.700]  And, he joined Shockley and the third guy, who is John Bardeen, in the semiconductor research lab.
[57:42.820 --> 57:43.100]  Okay?
[57:43.820 --> 57:49.000]  Now, Walter Hauser Bratain is the oldest of the three.
[57:49.740 --> 57:50.040]  Okay?
[57:50.140 --> 57:53.460]  You can see here that he's got this white hair already.
[57:53.600 --> 57:54.500]  He's really got a bit of a beard.
[57:55.040 --> 57:55.760]  Okay?
[57:55.760 --> 57:56.080]  Okay?
[57:56.740 --> 58:00.980]  And, again, as I said, the third person is named John Bardeen.
[58:01.920 --> 58:02.280]  Okay?
[58:03.060 --> 58:10.760]  And, another physicist, okay, from the Naval Ordnance Laboratory, ordinance meaning munitions.
[58:10.760 --> 58:11.420]  Alright?
[58:13.560 --> 58:14.240]  Military.
[58:15.500 --> 58:23.640]  And, among them, alright, 19, he joined, or he was with the Naval Ordnance Laboratory in 1941 to 1945.
[58:24.600 --> 58:24.860]  Okay?
[58:25.760 --> 58:29.360]  He joined Bell Labs in 1945.
[58:30.500 --> 58:40.140]  And, eventually, he went over to become a professor of electrical engineering at the University of Illinois after he left Bell Labs.
[58:41.240 --> 58:41.460]  Okay?
[58:43.040 --> 58:54.420]  And, Bardeen, basically, alright, won the Nobel Prize in Physics for the transistor in 1956.
[58:54.420 --> 58:59.420]  And, superconductivity in 1972.
[59:00.160 --> 59:00.640]  Alright?
[59:01.080 --> 59:02.600]  So, this guy is dying smart.
[59:03.260 --> 59:03.620]  Okay?
[59:04.560 --> 59:05.980]  And, that's John Bardeen.
[59:07.080 --> 59:07.680]  Okay?
[59:08.180 --> 59:08.400]  Alright.
[59:08.520 --> 59:09.160]  So, there you go.
[59:09.160 --> 59:25.900]  And, basically, Shockley, Bratain, and Bardeen started working on germanium and silicon semiconductors circa 1946 with Bardeen and Bratain.
[59:25.900 --> 59:32.900]  The last two guys putting together the first transistor in 1947.
[59:32.900 --> 59:33.300]  Okay?
[59:33.300 --> 59:34.140]  Okay?
[59:34.600 --> 59:35.040]  Okay?
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:35.040] 
[59:35.040 --> 59:48.040]  Alright?
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:48.040] 
[59:48.040 --> 59:54.600]  You had two little wires that they inserted and physically made contact.
[59:55.740 --> 59:58.500]  And they had to wiggle, wiggle, wiggle those wires.
[59:59.420 --> 01:00:01.660]  They were like whiskers of a cat.
[01:00:03.180 --> 01:00:09.800]  And you just had to place them just right to make the thing work.
[01:00:09.800 --> 01:00:29.880]  However, this momentous breakthrough and the demonstration that this thing was working and actually capable of amplifying came during December, right near Christmas.
[01:00:29.880 --> 01:00:41.180]  These guys were supposed to be on vacation, but they were so dedicated to working that they were in the laboratory during that period of time.
[01:00:41.720 --> 01:00:46.720]  And they were rewarded by actually getting it to work.
[01:00:48.120 --> 01:00:48.300]  Okay?
[01:00:48.940 --> 01:00:52.720]  So near around Christmas time, all of this happened.
[01:00:53.060 --> 01:00:53.860]  Okay?
[01:00:54.280 --> 01:00:59.580]  And this is what this first point contact transistor looked like.
[01:00:59.880 --> 01:01:00.580]  Okay?
[01:01:00.740 --> 01:01:03.980]  You can see how crude the thing is.
[01:01:04.700 --> 01:01:05.100]  All right?
[01:01:05.100 --> 01:01:17.760]  There is the contact, all right, being made to the little slab of germanium.
[01:01:18.800 --> 01:01:19.040]  All right?
[01:01:19.860 --> 01:01:25.240]  And you can see the classic three contacts.
[01:01:25.360 --> 01:01:29.380]  A transistor has three legs or three connections.
[01:01:29.380 --> 01:01:39.980]  And you can see that there is that one, two, and three as the connections to this laboratory prototype transistor.
[01:01:40.980 --> 01:01:41.280]  Okay?
[01:01:41.780 --> 01:01:42.740]  So there you go.
[01:01:42.740 --> 01:01:54.280]  And after that, there's actually a picture of an oscilloscope showing the waveform coming out of that, but it's not here.
